-1,119,119,119,119,119,119,20,20,20
2,1673,6,-15.63,-15.63,984.38,12.82,50.05,28.08,-15.05,50.90,-95.76,-0.61,-0.70,0.72,0.69
0,1687,6,-5.74,-28.32,976.20,0.61,11.60,-51.88,-0.83,-252.12,-194.75,-0.68,-0.76,0.71,0.67
1,1704,7,7.45,-0.61,1000.49,28.69,0.61,13.43,106.74,63.56,23.58,-0.59,-0.71,0.63,0.60
2,1718,6,-16.48,-15.50,984.74,11.60,47.61,28.08,-14.95,51.29,-95.30,-0.60,-0.72,0.71,0.65
0,1732,6,-5.49,-27.47,976.32,0.61,12.21,-50.05,-0.95,-251.39,-194.29,-0.67,-0.77,0.70,0.63
1,1745,6,7.45,-0.37,1000.61,27.47,1.83,14.04,106.74,63.56,23.58,-0.59,-0.73,0.62,0.57
2,1758,6,-16.48,-15.38,985.47,12.82,51.88,29.91,-14.84,51.35,-95.92,-0.59,-0.74,0.71,0.63
0,1772,6,-6.10,-27.22,974.85,1.83,9.77,-50.66,-0.46,-251.55,-193.35,-0.66,-0.79,0.70,0.61
1,1789,7,6.84,-0.24,1000.61,28.08,2.44,13.43,106.27,64.18,22.35,-0.57,-0.74,0.63,0.54
2,1803,6,-15.99,-15.50,984.01,12.82,50.66,28.08,-14.79,50.99,-95.28,-0.58,-0.75,0.71,0.60
0,1817,5,-5.62,-28.08,974.73,0.61,10.99,-50.66,-0.46,-251.55,-193.35,-0.65,-0.80,0.70,0.58
1,1829,7,6.84,-0.24,1000.98,27.47,1.22,12.82,106.37,63.73,23.06,-0.57,-0.75,0.62,0.52
2,1843,5,-15.75,-15.63,984.13,14.65,53.10,28.69,-14.79,50.99,-95.28,-0.58,-0.76,0.71,0.58
0,1870,9,-6.35,-27.47,977.29,0.61,10.99,-51.88,-0.61,-251.83,-194.70,-0.65,-0.83,0.71,0.55
1,1889,6,7.81,0.00,1000.73,26.86,3.05,12.82,106.73,63.53,23.62,-0.56,-0.78,0.64,0.48
2,1902,6,-16.72,-15.75,983.89,12.82,48.83,28.69,-14.71,50.92,-96.13,-0.57,-0.79,0.72,0.54
0,1916,5,-5.74,-27.95,977.17,1.22,9.16,-51.88,-0.61,-251.83,-194.70,-0.64,-0.84,0.70,0.52
1,1929,6,7.69,-0.12,1000.49,28.08,0.61,14.65,106.18,63.77,22.86,-0.56,-0.79,0.62,0.45
2,1942,5,-15.38,-15.14,984.01,12.82,50.05,30.52,-14.71,50.92,-96.13,-0.57,-0.80,0.70,0.51
0,1958,7,-5.98,-28.69,975.46,1.22,12.21,-50.05,-0.60,-251.68,-194.79,-0.64,-0.86,0.70,0.49
1,1973,6,7.45,-0.12,1000.61,28.08,1.22,14.04,106.34,63.43,21.95,-0.56,-0.81,0.62,0.43
2,1986,6,-14.89,-15.63,984.38,15.87,53.10,30.52,-15.04,51.06,-95.42,-0.57,-0.81,0.70,0.49
0,2000,7,-5.98,-28.20,976.93,1.22,10.99,-50.66,-0.61,-251.46,-194.70,-0.64,-0.86,0.69,0.47
1,2014,6,7.20,0.12,1000.61,27.47,2.44,15.26,106.19,63.45,23.14,-0.56,-0.81,0.62,0.42
2,2027,6,-15.63,-15.38,984.62,14.04,53.10,28.69,-14.54,51.14,-95.29,-0.57,-0.82,0.71,0.48
0,2045,7,-5.49,-27.10,974.85,1.83,10.38,-50.05,-1.00,-251.44,-194.97,-0.64,-0.87,0.70,0.46
1,2059,6,8.18,0.00,1000.61,28.08,0.61,13.43,105.98,63.93,22.62,-0.56,-0.82,0.61,0.39
2,2072,6,-15.75,-15.01,984.86,13.43,51.27,28.69,-14.79,51.35,-95.12,-0.56,-0.82,0.70,0.45
0,2085,7,-6.10,-27.83,975.71,1.22,11.60,-51.27,-0.55,-251.17,-194.38,-0.64,-0.87,0.69,0.44
1,2100,5,6.84,0.00,1000.61,28.08,1.22,13.43,105.98,63.93,22.62,-0.56,-0.83,0.62,0.38
2,2112,6,-15.75,-15.63,984.99,13.43,50.05,28.69,-14.71,51.78,-96.20,-0.57,-0.83,0.70,0.44
0,2129,7,-4.39,-27.95,976.20,1.83,10.38,-50.66,-0.63,-251.82,-193.52,-0.64,-0.89,0.69,0.42
1,2143,7,6.96,-0.61,1000.24,28.08,2.44,14.04,106.05,64.42,23.29,-0.56,-0.84,0.61,0.36
2,2157,5,-16.24,-15.75,985.11,12.82,50.66,29.30,-14.71,51.78,-96.20,-0.57,-0.84,0.69,0.42
0,2169,5,-5.25,-28.32,974.49,0.61,12.21,-50.05,-0.63,-251.82,-193.52,-0.65,-0.89,0.68,0.41
1,2183,6,7.20,-0.73,1000.61,27.47,2.44,14.04,106.12,63.96,23.47,-0.57,-0.84,0.61,0.35
2,2196,10,-16.60,-15.75,984.74,12.82,48.22,28.69,-15.44,51.31,-95.76,-0.58,-0.85,0.69,0.41
0,2213,7,-5.86,-28.44,975.59,0.61,12.21,-51.88,-1.04,-251.89,-194.02,-0.65,-0.91,0.69,0.39
1,2228,6,7.08,0.00,1000.73,25.63,0.61,13.43,105.92,63.77,23.08,-0.57,-0.86,0.61,0.34
2,2241,6,-15.87,-15.50,984.86,11.60,50.05,29.30,-14.48,51.27,-95.89,-0.58,-0.87,0.70,0.40
0,2254,6,-5.74,-27.59,976.07,2.44,12.82,-50.05,-0.77,-251.53,-193.52,-0.65,-0.91,0.69,0.38
1,2269,6,7.69,-0.24,1000.49,27.47,1.22,13.43,105.98,63.46,22.61,-0.57,-0.86,0.61,0.33
2,2286,6,-16.97,-15.50,985.35,14.65,48.83,28.08,-14.45,51.32,-95.28,-0.57,-0.86,0.72,0.40
0,2314,8,-5.49,-27.95,975.10,0.61,10.99,-50.05,-0.68,-251.64,-194.24,-0.65,-0.93,0.72,0.37
1,2329,6,7.20,-0.24,1000.61,26.86,0.00,12.82,106.25,63.92,22.72,-0.56,-0.88,0.64,0.31
2,2342,7,-16.60,-16.36,983.52,13.43,49.44,28.69,-14.53,51.56,-95.03,-0.57,-0.89,0.72,0.37
0,2357,6,-5.00,-28.08,976.56,0.00,11.60,-49.44,-0.72,-251.90,-194.59,-0.65,-0.94,0.71,0.36
1,2370,6,7.45,0.00,1000.49,28.08,1.83,14.04,105.88,64.15,23.62,-0.57,-0.88,0.63,0.30
2,2386,7,-15.75,-16.48,983.52,13.43,51.27,30.52,-14.95,51.27,-95.86,-0.57,-0.89,0.73,0.37
0,2400,6,-7.32,-28.81,976.32,0.61,10.38,-51.88,-0.82,-251.89,-194.19,-0.65,-0.94,0.72,0.36
1,2414,6,7.57,-0.37,1000.61,26.25,2.44,12.82,105.87,64.00,23.38,-0.57,-0.89,0.64,0.30
2,2427,7,-16.11,-16.48,984.13,14.65,47.61,28.69,-14.51,50.89,-95.56,-0.58,-0.89,0.72,0.36
0,2442,6,-5.98,-27.95,976.68,2.44,11.60,-49.44,-1.16,-252.08,-194.81,-0.65,-0.94,0.71,0.35
1,2455,9,7.57,-0.49,1000.73,27.47,1.83,15.87,105.87,64.00,23.38,-0.58,-0.89,0.63,0.30
2,2471,7,-16.24,-15.99,984.50,12.82,50.66,29.30,-14.93,51.29,-95.06,-0.58,-0.89,0.74,0.37
0,2486,5,-6.23,-27.71,976.68,1.22,10.38,-49.44,-1.16,-252.08,-194.81,-0.65,-0.94,0.72,0.36
1,2498,6,7.45,-0.24,1000.61,26.25,1.83,14.04,106.56,63.94,22.75,-0.57,-0.89,0.65,0.30
2,2511,5,-16.11,-14.65,984.74,11.60,49.44,28.69,-14.93,51.29,-95.06,-0.58,-0.89,0.72,0.36
0,2525,6,-6.47,-27.34,976.07,1.22,10.38,-49.44,-0.90,-251.39,-194.35,-0.65,-0.94,0.71,0.35
1,2542,6,7.81,-0.61,1000.61,29.91,1.22,13.43,106.18,64.12,22.85,-0.56,-0.88,0.63,0.28
2,2555,7,-16.36,-15.38,983.40,12.82,50.66,29.30,-14.93,51.09,-96.07,-0.57,-0.88,0.72,0.35
0,2570,6,-6.23,-27.95,977.42,1.83,10.99,-49.44,-0.96,-251.87,-194.84,-0.64,-0.93,0.71,0.33
1,2583,6,7.32,0.00,1000.49,26.86,2.44,14.04,106.23,63.56,22.85,-0.56,-0.88,0.63,0.28
2,2596,7,-16.24,-16.11,984.01,12.21,52.49,29.91,-14.42,51.32,-94.53,-0.57,-0.88,0.72,0.35
0,2611,6,-6.10,-27.95,976.93,1.22,10.38,-50.66,-0.61,-251.28,-193.43,-0.64,-0.93,0.71,0.33
1,2628,6,8.06,-0.24,1000.61,27.47,0.61,12.21,106.31,63.81,22.44,-0.56,-0.87,0.63,0.27
2,2641,7,-16.24,-15.26,984.99,14.65,48.83,29.91,-14.66,51.12,-96.29,-0.56,-0.88,0.71,0.33
0,2655,6,-6.10,-27.22,976.81,1.22,10.99,-50.05,-0.74,-251.44,-194.12,-0.63,-0.92,0.70,0.32
1,2669,6,7.69,0.00,1000.61,29.30,-0.61,12.82,106.10,63.73,22.57,-0.55,-0.87,0.62,0.26
2,2682,7,-16.97,-15.75,984.99,14.04,51.88,29.30,-14.69,51.05,-94.36,-0.56,-0.87,0.71,0.33
0,2696,6,-6.71,-27.95,976.32,-0.61,11.60,-49.44,-0.59,-251.56,-193.44,-0.63,-0.92,0.70,0.32
1,2714,5,7.32,-0.49,1000.73,28.08,0.61,15.26,106.10,63.73,22.57,-0.55,-0.86,0.62,0.25
2,2726,6,-16.72,-15.50,984.13,12.82,51.88,29.30,-14.69,51.05,-94.36,-0.56,-0.87,0.71,0.32
0,2753,8,-5.98,-27.34,977.91,-1.22,10.99,-49.44,-0.40,-252.05,-193.60,-0.63,-0.94,0.71,0.29
1,2768,7,7.45,-0.24,1000.61,28.69,-0.61,12.82,106.38,63.51,23.43,-0.55,-0.88,0.63,0.23
2,2783,6,-15.75,-15.26,984.86,12.82,48.22,30.52,-14.90,50.92,-95.80,-0.56,-0.89,0.71,0.29
0,2799,6,-5.13,-27.95,975.71,2.44,10.99,-50.05,-0.35,-251.75,-194.13,-0.63,-0.94,0.70,0.28
1,2812,6,6.59,-0.37,1000.61,26.25,0.00,13.43,106.38,63.51,23.43,-0.56,-0.88,0.62,0.23
2,2825,5,-15.38,-15.50,985.11,12.82,50.66,28.69,-14.90,50.92,-95.80,-0.56,-0.89,0.70,0.29
0,2838,5,-6.84,-28.08,976.68,1.83,9.77,-50.66,-0.35,-251.75,-194.13,-0.64,-0.93,0.69,0.28
1,2850,6,7.57,-0.73,1000.73,29.30,2.44,13.43,106.14,63.37,23.10,-0.56,-0.88,0.62,0.23
2,2864,6,-16.97,-15.63,983.89,12.82,50.05,29.91,-14.56,51.07,-95.54,-0.57,-0.88,0.71,0.29
0,2882,6,-5.74,-27.47,975.34,1.22,11.60,-51.27,-0.99,-252.20,-194.12,-0.64,-0.93,0.70,0.28
1,2895,7,7.57,-0.49,1000.85,29.91,1.22,14.04,106.65,63.56,22.22,-0.56,-0.88,0.62,0.22
2,2909,6,-16.11,-15.87,983.64,12.21,51.27,30.52,-14.34,50.90,-95.35,-0.57,-0.88,0.71,0.29
0,2923,6,-6.23,-27.22,976.68,0.61,11.60,-51.88,-0.63,-251.65,-194.18,-0.64,-0.93,0.70,0.28
1,2936,6,6.47,-0.24,1001.22,29.30,0.00,13.43,105.74,63.44,22.66,-0.56,-0.88,0.62,0.23
2,2950,6,-15.75,-15.75,984.50,13.43,50.05,28.69,-14.59,51.32,-95.59,-0.57,-0.88,0.71,0.29
0,2968,6,-5.25,-27.71,976.07,4.88,10.38,-50.66,-0.85,-251.72,-193.42,-0.63,-0.92,0.70,0.28
1,2981,7,7.93,-0.37,1000.61,26.86,1.83,13.43,106.24,63.46,22.38,-0.56,-0.87,0.62,0.22
2,2995,6,-15.50,-15.75,984.99,14.65,48.83,29.30,-15.12,51.23,-95.12,-0.56,-0.87,0.70,0.28
0,3009,6,-6.59,-27.34,975.34,0.61,10.38,-51.27,-1.05,-251.21,-194.63,-0.63,-0.92,0.69,0.27
1,3022,6,6.47,-0.37,1000.61,25.63,3.05,14.65,106.15,63.84,23.02,-0.56,-0.87,0.62,0.23
2,3040,6,-16.24,-15.63,984.50,12.82,50.66,31.13,-14.97,51.40,-94.69,-0.56,-0.88,0.72,0.30
0,3054,6,-5.98,-27.47,974.73,2.44,13.43,-51.27,-1.09,-251.49,-194.62,-0.63,-0.92,0.72,0.30
1,3067,6,6.96,-0.12,1000.61,26.25,2.44,14.04,106.15,63.84,23.02,-0.56,-0.87,0.64,0.25
2,3081,5,-16.72,-15.50,985.11,13.43,49.44,29.30,-14.97,51.40,-94.69,-0.57,-0.87,0.72,0.31
0,3093,5,-5.98,-28.20,976.07,0.61,10.99,-50.05,-1.09,-251.49,-194.62,-0.64,-0.92,0.71,0.30
1,3105,6,6.71,-0.37,1000.61,27.47,0.00,11.60,106.19,63.65,21.56,-0.56,-0.87,0.63,0.24
2,3123,6,-15.50,-15.50,985.60,12.82,51.88,29.91,-14.97,51.07,-95.14,-0.57,-0.87,0.73,0.32
0,3137,6,-5.74,-28.56,976.44,1.83,9.77,-51.27,-0.46,-251.54,-192.98,-0.64,-0.92,0.72,0.31
1,3150,6,6.96,-0.37,1000.73,26.86,3.05,13.43,106.35,63.79,22.55,-0.56,-0.87,0.64,0.26
2,3164,7,-15.99,-15.38,984.01,14.65,53.10,30.52,-15.15,51.27,-96.07,-0.57,-0.87,0.73,0.32
0,3192,9,-6.47,-27.71,977.05,-0.61,10.99,-50.05,-0.83,-251.37,-194.35,-0.64,-0.94,0.73,0.30
1,3208,6,7.57,-0.12,1000.61,26.25,1.22,14.65,106.32,63.57,22.86,-0.56,-0.88,0.65,0.24
2,3224,6,-15.26,-15.87,983.15,14.04,51.88,29.91,-14.56,51.46,-95.42,-0.57,-0.89,0.75,0.31
0,3238,7,-5.98,-27.71,974.49,2.44,9.16,-51.27,-0.66,-251.89,-193.57,-0.64,-0.93,0.73,0.30
1,3252,6,7.45,-0.24,1000.61,26.25,3.05,14.65,105.76,63.78,22.20,-0.56,-0.88,0.66,0.25
2,3265,6,-15.26,-15.75,984.62,12.21,47.00,29.30,-14.73,51.79,-95.39,-0.57,-0.88,0.73,0.31
